texto,label
Lula pediu ao TSE que retirasse das redes o vídeo em que Moro defende a Lava Jato,0
Flávio Bolsonaro ataca STF após ser investigado por fake news contra Lula,1
"Publicação usa vídeo de uma entrevista do ministro do Supremo Tribunal Federal (STF) Gilmar Mendes à emissora portuguesa RTP. Nela, o magistrado diz não ter ocorrido tentativa clara de golpe nos ataques em Brasília, em 8 de janeiro de 2023. O objetivo da publicação é questionar as prisões dos envolvidos após as investigações e julgamentos sobre os atos antidemocráticos.",0
"Lula exonera Wellington Dias, que volta ao Senado para reforçar apoio à aprovação de Messias",1
Alcolumbre quer pautar votação de veto de Lula ao PL da Dosimetria 'o mais rápido possível',1
Governo Lula vai cobrar IPVA e emplacamento de cadeiras de rodas e bicicletas elétricas a partir de janeiro de 2026,0
"Quem é José Guimarães, escolhido para comandar articulação política do governo Lula",1
A imprensa mentiu ao afirmar que a estadia do presidente Lula na França foi custeada com dinheiro público. França pagou os custos.,0
"Lula grava vídeo após decisão de Edson Fachin, ministro do STF, em 8 de março de 2021",0
Daniel Vorcaro fez delação premiada e decidiu entregar os ministros do STF (Supremo Tribunal Federal) Alexandre de Moraes e Dias Toffoli e o presidente Lula (PT),0
Maioria dos ministros do STF foram indicados por Lula,0
"Lula gastou R$ 1,4 bi no cartão corporativo e Bolsonaro apenas R$ 27 milhões",0
Bolsonaristas comemoram derrota histórica de Lula após Senado barrar Messias,1
Eleição sem internet: Lula pede ao TSE para proibir vídeos durante eleições,0
"‘Vocês não vão mais ouvir falar de Lula a partir de 2027’, diz Flávio Bolsonaro",1
Eleitor votou em um candidato e urna mostrou foto de outro em Brasília,0
Alcolumbre usa impeachment de ministros do STF como moeda de troca por reeleição,1
Presidente Lula manda resposta afiada às declarações do presidente americano Donald Trump sobre os Estados Unidos não precisarem do Brasil.,0
A nova pesquisa Real Time Big Data sobre disputa presidencial entre Lula e Flávio,1
"O aplicativo do TSE , denominado de Pardal, criado para denúncias de propaganda eleitoral irregular e outras afrontas a lei eleitoral não permite denúncias contra o PT.",0
Ex-ministro Paulo Pimenta assumirá a liderança do governo na Câmara,1
Projeto de poder: acordo com bolsonaristas prevê reeleição de Alcolumbre à presidência do Senado,1
A Polícia Federal pede a prisão do Alexandre de Moraes por fraudar Documentos falsos contra o Jair messias Bolsonaro.,0
Técnicos do IBGE estão sendo demitidos porque se recusam a maquiar números do PIB para favorecer o governo Lula,0
Coordenador da campanha de Lula diz que Flávio Bolsonaro bateu no teto,1
O nome de Lula para tentar tirar o governo do Rio das mãos da direita,1
"Quem é Jorge Messias, indicado por Lula ao STF que será sabatinado no Senado",1
Foi pedida a prisão de Bolsonaro; Polícia Federal monitora fuga,0
Comparação entre Lula e Bolsonaro falando inglês,0
*DIVULGUE EM TODAS AS REDES SOCIAIS.* *ALEXANDRE DE MORAES ASSUME QUE HOUVE FRAUDE NAS ELEIÇÕES.* *Safado admite que fraudou eleições e depois gagueja arrependido da própria denuncia.*,0
Diretor-geral da Polícia Federal acaba de afirmar que quem mandou matar Jair Bolsonaro foi Lula e o STF,0
Conversa entre Alexandre de Moraes e engenheiro da Oracle confirma que houve fraude nas urnas,0
STF diz que Chiquinho Brazão não pode ser preso e Alexandre de Moraes mandou soltá-lo,0
Deputado federal é condenado por fake news durante campanha eleitoral,1
Eleição na Hungria: Viktor Orbán conta com voto rural para tentar se manter no poder,1
Apoio de Trump pode custar pontos a candidatos na eleição presidencial do Brasil,1
The Guardian' cita vídeos de Lula fazendo exercícios físicos nas redes em busca do 4º mandato,1
"Dica de sertanejos para nunca mais escutar: Chitãozinho e Xororo, Daniel, Paula Fernandes, Michel Telo, Marcos e Belutti, Luan Santana, estão no clipe da campanha do Lula",0
PT elegeu apenas 46 prefeitos na eleição municipal de 2024,0
Há relação entre o ministro do STF Alexandre de Moraes e o acidente aéreo que vitimou o ministro Teori Zavascki.,0
Pré-candidato a governador pelo PL é eleito presidente da Alerj pela segunda vez,1
Vídeo mostra abandono de ambulâncias compradas no governo Bolsonaro,0
"Lula e o PT construíram embaixada para o Hamas guardar armas e bombas, vídeo passou na TV Senado e foi censurado",0
"Com Dino, STF tem 3 votos para condenar Eduardo Bolsonaro em processo contra Tabata",1
Câmara da Maia alerta população para tentativa de fraude,1
Lula e Dilma têm contas na Suíça com R$ 300 milhões,0
"Ministro do STF Luís Roberto Barroso tem vale alimentação de R$90 mil por mês, R$11 mil de auxílio aluguel e direito a 220 funcionários. Os 11 ministros custam R$700 milhões aos bolsos dos brasileiros só com regalias.",0
"Nova pesquisa Quaest mostra avanço numérico inédito de Flávio Bolsonaro, mas com sinais de alerta",1
"Preços pesam no bolso do eleitor e corroem apoio a reeleição de Lula, mostra Quaest",1
Justiça nega pedido de Gleisi em ação contra Flávio Bolsonaro,1
Empresário confessa fraude milionária no INSS e assina delação com a PF,1
"BOLSONARO , O GOVERNO DO ÓDIO FEZ A PONTE ‼️ LULA , O DESGOVERNO DO AMOR INTERDITOU ‼️ Bolsonaro fez a ponte Lula interditou e faz o povo agora tem que pagar para atravessar o Rio Araguaia",0
Deputado José Guimarães (PT-CE) assumirá a Secretaria de Relações Institucionais,1
Governo Lula realocou recursos do Bolsa Família para Secom,0
PT pagou 50 bilhões pela inelegibilidade de todos os deputados do PL,0
Veículo do exército venezuelano atropelou manifestantes opositores ao regime de Nicolás Maduro contrários à reeleição do ditador,0
Roberto Jefferson afirma que Ibope e Folha fizeram pesquisa fake na eleição em Porto Alegre,0
"Daniel Vorcaro surtou na prisão e ""entregou tudo"". O nome de Lula e do STF na boca do banqueiro",0
Michelle nega veto a Mário Frias ao Senado por SP e diz que decisão será de Jair Bolsonaro,1
Papa Leão XIV citou o ex-presidente Jair Bolsonaro como “exemplo de líder que defende a fé cristã” e orou por ele.,0
"Guimarães assume articulação, mas avanço de pautas depende de Lula e presidentes",1
Nova delação de Maduro nos Estados Unidos cita Moraes e outros ministros,0
Alerj pede ao STF que Douglas Ruas assuma o governo do Rio,1
Papa Leão 14 disse que Lula é o maior presidente do mundo e que o admira.,0
"Presidente dos Estados Unidos, Donald Trump, diz que o Supremo Tribunal Federal (STF) deu um golpe de estado no Brasil junto com o presidente Luiz Inácio Lula da Silva e com a cúpula das Forças Armadas.",0
"Patrimônio de Wagner Moura pulou de R$ 26 milhões de dólares para R$ 40 milhões no governo Lula""",0
"Novo embate com Trump anima PT, mas traz um risco para Lula e STF",1
Polícia Federal aponta possível fraude no sorteio da Mega da Virada,0
"Lula e Flávio Bolsonaro lideram índice de rejeição por eleitores, diz Datafolha",1
Lula transforma Janja em copresidente e cria gabinete com 189 cargos,0
É golpe: Folha põe o Datafolha a serviço de nova tentativa de enfraquecer o STF,1
TCU vê indício de fraude em gasto de R$ 55 mil de Bolsonaro com cartão corporativo no Planalto,1
Lula x Flávio: a nova pesquisa Real Time Big Data sobre a disputa nos 1° e 2° turnos das eleições,1
Lula ladrão seu lugar é na prisão em plena propaganda eleitoral na Marquês de Sapucaí,0
"Após recuo estratégico, Ciro Nogueira articula por papel na chapa de oposição a Lula",1
Documentos do governo alemão provam que pandemia foi uma fraude,0
"Vídeo de três minutos no qual um homem alega que Gleisi Hoffmann, presidente nacional do Partido dos Trabalhadores, teria feito uma série de afirmações sobre a aposentadoria de integrantes das Forças Armadas e policiais militares. Segundo o autor, a parlamentar teria dito que a previdência desse grupo será incorporada ao Instituto Nacional do Seguro Social (INSS), que haverá revisão da idade mínima para aposentadoria e a revogação da pensão por morte do cônjuge, e que militares e forças auxiliares não devem ter benefícios maiores do que o restante da sociedade.",0
Diálogo mostra atitude de Lula durante interrogatório feito por Sergio Moro,0
Datafolha: 55% dizem acreditar que ministros do STF estão envolvidos no caso do Banco Master,1
Boletim de urna no lixo prova que houve fraude na eleição de 2018,0
Governo Bolsonaro gastou menos que governo Dilma com viagens no primeiro ano,0
STF marca julgamento para decidir se Bolsonaro poderia ter bloqueado cidadãos em contas oficiais,1
PT estimula Kassab a patrocinar candidato de centro em SP; entenda,1
"Flávio Bolsonaro: Derrota não é de Messias, mas do governo Lula",1
Senado vota indicação de Messias para o STF após trégua com Alcolumbre,1
"Pesquisas eleitorais: um ‘presente’ de Lula acelera avanço de Flávio, segundo especialistas",1
Motta deu aval para substituto de Gleisi escolhido por Lula,1
Quebramos! Deputado do PT diz que o governo está sem dinheiro para manter o básico!,0
O que diz a nova pesquisa BTG Pactual/Nexus sobre o segundo turno entre Lula e Flávio Bolsonaro,1
Deputados estaduais do PR batem boca após crítica a Sergio Moro,1
"Câmara vota por derrubar veto de Lula e mantém PL da Dosimetria, que beneficia Bolsonaro",1
Veja os nomes dos 31 senadores que votaram contra Flávio Dino no STF,0
Lula confirma Paulo Pimenta como líder do governo na Câmara,1
"Lula avança e pressiona Flávio Bolsonaro na disputa em SP, diz pesquisa",1
E se Lula não for candidato nas eleições de 2026?,1
"‘Soldado de Lula’, João Campos firma aliança com nomes do PL em Pernambuco",1
Lembrança verdadeira: dez anos do golpe e da mentira organizada contra Dilma Rousseff,1
Frases preconceituosas do presidente Lula,0
O TSE vetou a campanha de vacinação do Ministério da Saúde contra poliomielite,0
O recado de Hugo Motta ao governo Lula e ao STF sobre a revisão de penas de golpistas,1
Fortuna de Wagner Moura subiu de US$ 26 mi para US$ 40 mi na gestão Lula,0
Reportagem do Jornal Nacional mostra que Bolsonaro é inocente da acusação de golpe de Estado,0
Ratinho diz que governo Lula é melhor do que Bolsonaro e que o petista é o verdadeiro pai dos pobres,0
Rodrigo Pacheco ameaçou ministros após não ter sido indicado por Lula ao STF,0
Candidato que atirou dinheiro à população em Coari (AM) é do PT,0
PT entrou com ação no TSE para cassar os mandatos de todos os deputados do PL,0
PL vai consultar TSE sobre candidatura de Eduardo Bolsonaro ao Senado como suplente,1
A POPULAÇÃO DE RORAIMA VARREU PT DO MAPA O PARTIDO DAS TREVAS NA LATA DO LIXO RORAIMA VIROU PARAÍSO Governador do PT: 0 Senador do PT: 0 Deputados federais do PT: 0 Deputados estaduais do PT: 0 Prefeitos do PT: 0 Vereadores do PT: 0 O,0
A condição do STF para aceitar delação de Vorcaro,1
"De saída, ministro critica políticas do governo Bolsonaro para setor aéreo",1
"Lula reinaugurou refinaria Abreu e Lima, fechada no governo Bolsonaro, e vai recontratar 3 mil funcionários",0
Banco do BRICS: Dilma e ministro de Minas e Energia discutem ampliar parcerias em infraestrutura,1
Merval Pereira afirmou que STF colocou o país à disposição de Lula e comunistas,0
"Pesquisas eleitorais: as armas de Lula e Flávio que podem mudar o jogo, segundo diretor do Real Time Big Data",1
"Até agora, nada vincula Lulinha a desvios de recursos do INSS, diz presidente do PT",1
"Paraná Pesquisas: Flavio continua à frente de Lula em SP, mas diferença cai",1
Decisão do TSE de manter direito de voto a presos na eleição de 2026 é golpe,0
"Na Argentina ta tudo normal! STF da Argentina foi fechado a força, os ministros sumiram. Colocaram o amigo de Lula, Dória e STF na presidência e se arrependerem.",0
Partidos acionam Justiça contra personagem de IA que viraliza com vídeos atacando Lula e o STF,1
Eleitores de SC criticam oportunismo e rejeitam Carlos Bolsonaro,1
Vídeo mostra pessoas mortas pelo regime de Maduro após manifestações contra a reeleição,0
"Bolsonaro tem evolução clínica 'satisfatória' e 'melhora sutil' no pulmão, dizem médicos ao STF",1
"Em Guarapari-ES um patriota pintou sua casa e o piso da frente com as cores da bandeira do Brasil e, a justiça eleitoral, exigiu que o patriota sob pena de multa, retirasse tudo. Ele foi obrigado a pintar novamente. A censura/DITADURA está latente",0
"Como católicos e evangélicos veem Lula e Flávio Bolsonaro, segundo o Datafolha",1
Ambulâncias compradas pelo governo Bolsonaro foram boicotadas e abandonadas por governadores e prefeitos de esquerda,0
"Depois de imagens do Bolsonaro na embaixada da Hungria, manifestantes pedem demissão de primeiro-ministro",0
"Governo Lula calcula economia de R$ 80 bilhões em gastos em 2027, mas indica dívida subindo até 2029",1
Sergio Moro é investigado por enriquecimento ilícito.,0
Flávio critica Lula com vídeo sobre fome gravado no governo Bolsonaro,1
Aliados de Pacheco veem indicação ao STF como 'página virada' e 'governo de MG ou nada',1
Trump disse que reconhece somente Lula como presidente e que não concederia asilo político a Bolsonaro.,0
Tudo sobre a disputa entre Tarcísio e Haddad na 1ª pesquisa Quaest em SP,1
Lula beija o dono da Choquei que foi preso pela PF,0
Vaza áudio em que Aldo Rebelo critica PT e Temer por causa dos combustíveis,0
"Lula e outros integrantes do PT tiraram foto com o ex-líder do Hamas, Khalid Meshal",0
CPI do Crime Organizado rejeita relatório que mirava ministros do STF e PGR,1
"Preço da Gasolina durante Bolsonaro era R$ 9,78 o litro e com Lula é de R$ 5,26",0
Hino Nacional foi cantado errado durante lançamento da pré-campanha de Lula,0
"Torcidas organizadas anunciam ato pela democracia na avenida Paulista no mesmo dia e local que Bolsonaro e patriotas. O ato é chamado de ""Domingão do Arrebatamento"" e é assinado pela Gaviões da Fiel, Mancha Verde e Galera do Hip Hop",0
Governo Lula quer criar novo imposto para cobrir rombo causado por fraudes do INSS,0
"Em Sapiranga, ao digitar número de candidato, eleitores viram a foto de outra pessoa",0
Charlie Hebdo publicou charge com Lula e ofensa ao STF,0
Bolsonaro passa a perna em Lula e recebe os brasileiros primeiro q Lula,0
Dino dá 3º voto para condenar Eduardo Bolsonaro por difamação contra Tabata,1
Pesquisa Real Time Big Data testará efeito do caso Messias no embate Lula x Flávio Bolsonaro,1
O que diz a nova pesquisa Real Time Big Data sobre disputa entre Lula e Flávio Bolsonaro,1
Ponte rodoferroviária Rollemberg-Vuolo é um feito do governo Bolsonaro,0
Especialistas analisam fala de Gonet sobre cobranças para investigar ministros do STF,1
"Agora fedeu de vez pro JAIR!!! Acredite se puder, ou melhor, não acredite, confira: a cada onde mora o MATADOR de Marielle e Anderson pertence ao PRESIDENTE BOLSONARO. Está na declaração de bens dele ao TSE.",0
"‘Se Flávio Bolsonaro vencer, eu vou embora para Cuba’, diz Lula",0
As campanhas do governo Lula que são temidas pela campanha de Flávio Bolsonaro,1
Motoboys estão se manifestando contra o governo Lula.,0
Líder do PT vê recado de Lula à base ao evitar cravar candidatura à reeleição,1
"Em disputa pelo Senado, Feliciano confronta Flávio Bolsonaro em igreja",1
Trump mandou Eduardo Bolsonaro se calar e marcou encontro com Lula na ONU,0
Campanha de Haddad arma ofensiva em três frentes contra Tarcísio,1
Lula vetou perdão de Bolsonaro às dívidas do Fies,0
"O mesmo país que supostamente elegeu Lula escolheu prefeitos do PT em apenas 46 cidades, enquanto o PL de Bolsonaro elegeu 508 prefeitos",0
"ABC mostrou resultado da eleição presidencial na Pensilvânia dias antes do pleito, o que prova fraude",0
"Novo Datafolha: como fica a disputa de rejeição entre Lula, Flávio, Caiado e Zema",1
José Dirceu articula no exterior dinheiro para pagar a propina para os Deputados e senadores para não aprovar o voto Auditavel . Segundo fontes o valor pago será de 5.000.000 milhões para cada deputados e senadores ....,0
Luiz Antônio Manrrantem denunciou políticos de esquerda que participaram da facada de Bolsonaro.,0
"Elogio de Trump, tour na Casa Branca, três horas de reunião: como foi o encontro de Lula com o presidente americano",1
Flávio Bolsonaro cresce e ameaça Lula no 2º turno; veja todas as pesquisas divulgadas na última semana,1
Leão XIV se declara a Lula e diz que ele é o melhor presidente do mundo,0
"Vídeo mostra canal do Rio São Francisco cheio e afirma que a gravação é de março de 2022 no governo Bolsonaro, em seguida exibe imagens de um canal seco e afirma que é de setembro de 2023 no governo Lula",0
Pesquisa Real Time Big Data: só um pré-candidato não empata com Lula em eventual segundo turno,1
"Terceiro mandato de Lula bateu recorde de emendas parlamentares pagas, com R$ 30 bilhões em 2023, R$ 37 bilhões em 2024 e previsão de R$ 58 bilhões em 2025",0
Ponte do Rio Araguaia foi completamente construída no governo Lula,0
Estadão Verifica persegue e censura a mando de Alexandre de Moraes e recebe recursos do Supremo Tribunal Federal,0
Haddad lança estratégia para enfrentar Tarcísio nos debates e nas urnas,1
"Posts dizendo que torcidas organizadas como a Gaviões da Fiel, do Corinthians, e a Independente, do São Paulo, marcaram um ato em defesa da democracia e contrário a Jair Bolsonaro (PL) no dia 25 de fevereiro, às 15h30, na avenida Paulista, em São Paulo.",0
Censura a Eva Cruzeiro: Aguiar-Branco defende que sentido de voto é “definitivo”,1
"O que você acha deste cara quando era ADVOGADO DO PSDB, ouçam bem o que ele fala dos ministros do STF. Agora ele é um dos que tá lá VOCÊ CONFIA NESTE CARA",0
"Lula e Flávio Bolsonaro aparecem empatados em eventual 2º turno, aponta Datafolha",1
Governo Lula vai pra cima dos pobres e pode confiscar FGTS de endividados,0
Polícia Federal descobre que Moraes prendeu Bolsonaro por dinheiro,0
PL da Dosimetria: Veja como votaram os deputados e senadores para derrubar o veto de Lula,1
"Alegação: Putin diz que, na Rússia, Bolsonaro teria sido condenado à morte por tentativa de golpe",0
Flávio Bolsonaro diz que Eduardo terá papel decisivo na definição de chapa ao Senado em São Paulo,1
Lula recebeu notificação direta de Donald Trump para libertar Bolsonaro,0
STF é investigado pelo Congresso dos EUA e pode ser punido criminalmente,0
"Quando a Dilma deixou o governo, a gente tinha 4,3% de desemprego",0
"Lula e Flávio Bolsonaro lideram rejeição na corrida presidencial, ambos com 48%, diz BTG/Nexus",1
Brasil. Ex-presidente de banco público detido por corrupção,1
Lula foge do palácio aos gritos de volta Bolsonaro,0
Líder do governo José Guimarães será o novo ministro da SRI,1
"Não serão punidos, infelizmente, graças ao decreto assinado em 2015 por Dilma Rousseff que considera rompimento de barragens, desastres NATURAIS.",0
"Vitória de Lula pode ser tão estratégica para Trump quanto a de Flávio Bolsonaro, diz professor Guilherme Casarões",1
Imagem de camisa ‘polêmica’ expõe um dilema da campanha de Flávio Bolsonaro,1
Lula e Trump: o que os dois presidentes querem ganhar com encontro na Casa Branca?,1
"Fux rebate Gilmar no STF: “Se políticos do RJ forem ao inferno, vão com altas autoridades”",1
Governo do PT vai acabar com o Bolsa Família,0
Leonel Brizola avisou há 22 anos sobre o governo de Jair Bolsonaro,0
Jorge Messias chorou após votação no Senado que o rejeitou para o STF,0
Petista Odair Cunha vence eleição para o TCU com apoio de Motta e direita fragmentada,1
"Um aniversário, um ministro do STF e os políticos em torno de Vorcaro em Brasília",1
"Marina: derrota com Messias não foi para o presidente Lula, quem perdeu foi o Brasil",1
Daniela Lima admitiu que o governo Lula está frágil e cercado por conflitos,0
Flávio Bolsonaro anuncia apoio a Soraya Santos (PL-RJ) na disputa por vaga do TCU,1
Relator da CPI do Crime diz ter 'absoluta certeza' de que prisão de ministros do STF 'vai chegar',1
"Com Lula no Planalto, INSS chega ao quarto presidente em menos de quatro anos",1
Ministro do STF Alexandre de Moraes foi afastado das funções,0
STF decide como será a eleição no Rio com cassação de Castro; entenda a origem e o que está em jogo,1
já que no Governo Dilma foi assinado um tratado onde o Brasil cedeu por 25 anos parte da costa brasileira para pesca chinesa. A TONTA DA DILMA SÓ TROUXE PREJUÍZOS AO BRASIL.,0
"Haddad diz que a eleição já acabou, agora pede dinheiro para os eleitores.",0
"Lula tem 40% de avaliação negativa e 29% de positiva, diz pesquisa Datafolha",1
"Após anúncio do Ministro Sérgio Moro que a PF irá investigar as mortes por Covid 19, cai o número de mortos em todo País.",0
Pesquisa mostra equilíbrio entre Flávio Bolsonaro e Lula no segundo turno,1
Indígenas se manifestando contra a reeleição do ditador Nicolás Maduro no dia 30 de julho de 2024,0
"O PT foi tão bom para o trabalhador, mas tão bom, que o salário mínimo é menor que o auxílio reclusão. No governo do PT, o ladrão ganha mais do que o trabalhador.",0
Lula mandou um recado pra Bolsonaro ao vivo e o ex-presidente chorou no hospital ao assistir,0
"""BOMBA EM BRASÍLIA: Lula aparece no hospital onde Bolsonaro se recupera e o 'porquê' dessa visita está deixando TODO MUNDO sem chão!""",0
A arma de Haddad para tirar votos de Tarcísio na corrida pelo governo de SP,1
TSE admite que o PCC tem sim uma ligação com o PT de Lula,0
Isso tudo está no estatuto do PT. Lula vai tomar o seu dinheiro,0
Deputado do PT propôs projeto para descarregar armas de policiais,0
Comando Vermelho e PT apoiam abertamente reeleição de Eduardo Paes,0
A Caixa deve dinheiro aos cidadãos por cobrança de taxas ilegais e juros abusivos. Ministro Fernando Haddad orienta sobre como obter a indenização que pode chegar a 7 mil reais,0
Ex-PCC diz que facção ordenou voto em Lula,0
"Boulos, Dilma e Lula registraram a virada na eleição coincidentemente às 18h45",0
"Lula questionou: “se a mulher entrar na política, quem é que vai fazer a janta?""",0
Marçal gastou zero reais em campanha eleitoral,0
Quem lidera a disputa para a Presidência na eleição de 2026? Veja o agregador de pesquisas da BBC News Brasil,1
Ação penal contra Eduardo Bolsonaro no STF entra na reta final,1
Lula sai correndo da COP30 para impedir delação de Maduro e entra na mira dos EUA,0
Pesquisa eleitoral mostra que Flávio Bolsonaro ultrapassa Lula no 2º turno,1
"Lula: 'A direita diz que Ramagem foi preso por multazinha, mas ele foi condenado por golpe'",1
"A criminalidade está misturada no Brasil. Temos o Estado oficial e o Estado paralelo', diz coordenador de campanha de Lula",1
Pesquisa Quaest: velocidade de Flávio e votos soltos embaralham disputa com Lula,1
Decreto de Dilma sobre barragens tira responsabilidade das empresas,0
Flávio Bolsonaro critica governo Lula com imagens gravadas durante gestão do pai; governistas reagem,1
Como Lula e Flávio Bolsonaro estão definindo seus palanques estaduais para 2026,1
2022: Ministros do TSE consideram crime diminuir preço de combustível em ano eleitoral. 2026: Entenda o pacote de Lula para reduzir o preço do diesel,0
Juiz recusa pedido de Bolsonaro para excluir post de deputado; entenda,1
"Lula convoca militância do PT para campanha: 'política se faz olhando no olho, não no sofá e no zap'",1
Deputado explica por que Flávio Bolsonaro deve ‘surpreender’ nas próximas pesquisas,1
Flávio Dino campeão em processo por corrupção! bandido agora vai ser ministro da segurança! calma ele só tem 277 processos por ladroagem,0
Por que governo Lula está de olho nas eleições que podem tirar 'irmão' de Bolsonaro do poder na Europa?,1
Encontro de ministros do STF com influenciadores foi financiado com dinheiro público,0
"O Lula sobe 1% a cada 0,5% que Jair Bolsonaro cai",0
Governo Lula dá permissão a grupo bilionário para atuar em terras indígenas,0
Governo do RS amplia combate à fraude fiscal com monitoramento em tempo real,1
As razões para o otimismo do governo sobre aprovação de Messias para o STF,1
Flávio Bolsonaro diz que Lula fez time para atacá-lo e vai à Justiça,1
TSE destruiu 200 mil urnas para apagar rastros de fraude e enterrar chances de autoria nas eleições,0
Declaração de Barroso sobre papel político do STF configura crime de responsabilidade,0
"Após fala de Moraes, Fux dá lição de moral em colegas do STF em meio a julgamento de Bolsonaro",0
"TSE foi hackeado por um adolescente de 14 anos, que filiou Lula (PT) ao PL, partido de Jair Bolsonaro.",0
Delegado revisa inquérito e conclui pela segunda vez que não houve interferência de Bolsonaro na PF,1
A aposta religiosa de Flávio Bolsonaro para tentar acelerar vantagem nas pesquisas,1
Ministro do STF Luiz Fux disse que demais ministros querem implementar uma ditadura no país,0
Agora é oficial: Bolsonaro será candidato para a Presidência em 2026,0
"Inclusive, quando o Bolsonaro era presidente, ele deixava ter o Bolsa Família com renda alternativa. (…) O Lula ganhou, a primeira coisa que ele fez foi revogar isso.",0
